OBJECTID,NYCEM_ID,FACILITY_NAME,ADDRESS,BOROUGH,ZIP_CODE,PHONE,HANDICAP_ACCESS,EXTENDED_HOURS,STATUS,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,X,Y,FACILITY_TYPE,Entrance_info
704,CC1022,P.S. 064 Joseph P. Addabbo,82-01 101 AVENUE,Queens,11416,,Yes,No,OPEN,8a-5p,8a-5p,8a-5p,8a-5p,8a-5p,8a-5p,,1023925,187748,School,
706,CC967,NYC Vaccine Hub - Queens Public Library at Ozone Park (Pet Friendly),92-24 Rockaway Blvd,Queens,11417,,Yes,No,OPEN,,9a-7p,9a-7p,9a-8p,9a-8p,9a-8p,9a-7p,1026828.524,187368.7703,Other,
708,CC388,Richmond Hill Library,118-14 Hillside Av,Queens,11418,(718) 849-7150,No,No,OPEN,10a-6p,1p-6p,10a-6p,12p-8p,10a-6p,10a-5p,,1030935,194626,Library,
711,CC069,Briarwood Library,85-12 Main St,Queens,11435,(718) 658-1680,No,No,OPEN,10a-6p,1p-6p,10a-6p,12p-8p,10a-6p,10a-5p,,1034302.101,198000.7618,Library,
714,CC070,Central Library,89-11 Merrick Blvd,Queens,11411,(718) 990-0700,Yes,No,OPEN,10a-8p,10a-8p,10a-8p,10a-8p,10a-6p,10a-5p,,1041166,197224,Library,
719,CC998,PS 268,92-07 175 Street,Queens,11433,,Yes,No,OPEN,8a-5p,8a-5p,8a-5p,,,8a-5p,,1043803,197171,School,
720,CC1025,P.S. 035 Nathaniel Woodhull,191-02 90 Avenue,Queens,11423,,Yes,No,OPEN,8a-5p,8a-5p,8a-5p,8a-5p,8a-5p,8a-5p,,1048319,199288,School,
721,CC499,Hollis Library,202-05 Hillside Av,Queens,11423,(718) 465-7355,Yes,No,OPEN,,,10a-6p,12p-8p,10a-6p,10a-5p,,1050144,201717,Library,
724,CC500,St Albans Library,191-05 Linden Blvd,Queens,11412,(718) 528-8196,Yes,No,OPEN,10a-6p,1p-6p,10a-6p,12p-8p,10a-6p,10a-5p,,1050774,191665,Library,
726,CC1024,P.S. 100 Glen Morris,111-11 118 Street,Queens,11420,,Yes,No,OPEN,8a-5p,8a-5p,8a-5p,8a-5p,8a-5p,8a-5p,,1033744,186992,School,
727,CC074,South Ozone Park Library,128-16 Rockaway Blvd,Queens,11420,(718) 529-1660,Yes,No,OPEN,10a-6p,1p-6p,10a-6p,12p-8p,10a-6p,10a-5p,,1037152,185170,Library,
733,CC498,Rochdale Village Library,169-09 137 Av,Queens,11434,(718) 723-4440,Yes,No,OPEN,10a-6p,1p-6p,10a-6p,12p-8p,10a-6p,10a-5p,,1047880.971,184515.6115,Library,
739,CC175,Laurelton Library,134-26 225 St,Queens,11413,(718) 528-2822,Yes,No,OPEN,10a-6p,1p-6p,10a-6p,12p-8p,10a-6p,10a-5p,,1054808,185984,Library,
746,CC696,P.S. 253,1307 Central Av,Queens,11691,,Yes,Hours may be extended during a heat emergency.,OPEN,8a-5p,8a-5p,8a-5p,,,8a-5p,,1053992.808,160677.6328,School,
747,CC224,Sorrentino Recreation Center,18-48 Cornaga Av,Queens,11691,(718) 471-4818,Yes,No,OPEN,9a-10p,9a-10p,9a-10p,9a-10p,9a-10p,9a-5p,,1053286.862,158854.7068,Community center,
752,CC223,Arverne Library,312 Beach 54 St,Queens,11692,(718) 990-5157,Yes,No,OPEN,10a-6p,1p-6p,10a-6p,12p-8p,10a-6p,10a-5p,,1044218,155422,Library,
755,CC227,CCNS Seaside NSC - SENIORS ONLY,320 Beach 94 St,Queens,11693,(347) 926-4119,Yes,No,OPEN,8a-4p,8a-4p,8a-4p,8a-4p,8a-4p,8a-4p,,1035089.679,153343.4693,Senior center,
757,CC1000,Beach channel High School,100-00 Beach Channel Drive,Queens,11694,,Yes,No,OPEN,8a-5p,8a-5p,8a-5p,,,8a-5p,,1033086,152893,School,
758,CC228,JASA Rockaway Park NSC - SENIORS ONLY,106-20 Shore Front Pkwy,Queens,11694,(718) 634-3044,Yes,No,OPEN,8a-4p,8a-6p,8a-6p,8a-6p,8a-6p,10a-4p,,1032271.715,151135.1361,Senior center,
761,CC287,Maspeth Library,69-70 Grand Av,Queens,11378,(718) 639-5228,Yes,No,OPEN,10a-6p,1p-6p,10a-6p,12p-8p,10a-6p,10a-5p,,1013876.768,204165.9621,Library,
762,CC999,PS/IS 314,88-08 164 Street,Queens,11432,,Yes,No,OPEN,8a-5p,8a-5p,8a-5p,,,8a-5p,,1040141,197462,School,
765,CC629,Ravenswood Community Center,35-40 21st Street,Queens,11106,(718) 752-9314,Yes,Hours may be extended during a heat emergency.,OPEN,6p-10p,6p-10p,6p-10p,6p-10p,6p-10p,3p-11p,3p-11p,1001857.585,216402.0443,Cornerstone Program,
767,CC213,HANAC Ravenswood NSC - SENIORS ONLY,34-35A 12 St ,Queens,11106,(718) 786-1550,Yes,No,OPEN,8a-4p,8a-4p,8a-4p,8a-4p,8a-4p,9a-7p,,1001760.642,217251.2749,Senior center,Entrance in the rear of the building
769,CC012,Woodside,50-19 Broadway,Queens,11377,(718) 784-6173,Yes,Hours may be extended during a heat emergency.,OPEN,6p-11p,6p-11p,6p-11p,6p-11p,6p-11p,3p-11p,3p-11p,1009099.951,214472.3276,Cornerstone Program,
773,CC631,South Jamaica II Community Center,109-04 160th St.,Queens,11433,(718) 297-7237,Yes,Hours may be extended during a heat emergency.,OPEN,6p-11p,6p-11p,6p-11p,6p-11p,6p-11p,3p-11p,3p-11p,1041899.105,192075.6464,Cornerstone Program,
777,CC939,Oceanside Community Center,339 Beach 54 St,Queens,11692,,Yes,No,OPEN,6p-11p,6p-11p,6p-11p,6p-11p,6p-11p,3p-11p,3p-11p,1043996.85,155622.9739,Cornerstone Program,
778,CC639,Ocean Bay Community Center,57-10 Beach Channel Drive,Queens,11692,(718) 577-5260,Yes,Hours may be extended during a heat emergency.,OPEN,6p-11p,6p-11p,6p-11p,6p-11p,6p-11p,3p-11p,3p-11p,1043270.851,156162.6221,Cornerstone Program,
779,CC513,Sunnyside Community NSC - SENIORS ONLY,43-31 39 St,Queens,11104,(718) 784-6173,Yes,Hours may be extended during a heat emergency.,OPEN,8:30a-4:30p,8:30a-4:30p,8:30a-4:30p,8:30a-4:30p,8:30a-4:30p,8:30a-4:30p,,1004859.109,210743.8535,Senior center,
780,CC062,East Elmhurst Library,95-06 Astoria Blvd,Queens,11369,(718) 424-2619,Yes,No,OPEN,10a-6p,1p-6p,10a-6p,12p-8p,10a-6p,10a-5p,,1019189,217071,Library,
784,CC063,Langston Hughes Library,100-01 Northern Blvd,Queens,11368,(718) 651-1100,Yes,No,OPEN,10a-6p,1p-6p,10a-6p,12p-8p,10a-6p,10a-5p,,1020765.134,215352.668,Library,
789,CC1044,Petco Jackson Heights - Pet Friendly,7507 31st Ave,Queens,11370,(718) 446-1061,Yes,No,OPEN,9a-9p,9a-9p,9a-9p,9a-9p,9a-9p,9a-9p,9a-9p,1014212,216076,Other,
790,CC197,KCS Flushing NSC - SENIORS ONLY,42-15 166 St ,Queens,11358,(718) 886-8203,Yes,No,OPEN,8:30a-5p,8:30a-5p,8:30a-5p,8:30a-5p,8:30a-5p,10a-4p,,1039626,215868.0001,Senior center,Basement
791,CC296,Glen Oaks Library,256-04 Union Turnpike,Queens,11004,(718) 831-8636,Yes,No,OPEN,10a-6p,1p-6p,10a-6p,12p-8p,10a-6p,10a-5p,,1063131.255,211013.2462,Library,
793,CC191,Howard Beach NSC - SENIORS ONLY,155-55 Cross Bay Blvd,Queens,11414,(718) 738-8100,Yes,Hours may be extended during a heat emergency.,OPEN,9a-4p,9a-4p,9a-4p,9a-4p,9a-4p,10a-5p,,1028592,181589.0001,Senior center,Entrance on 156th Avenue
798,CC1052,Petco Fresh Meadows Queens Unleashed - Pet Friendly,61-23 190th St,Queens,11365,(718) 454-3259,Yes,No,OPEN,9a-8p,9a-8p,9a-8p,9a-8p,9a-8p,9a-8p,10a-7p,1044060,209103,Other,
799,CC172,Fresh Meadows Library,193-20 Horace Harding Exwy,Queens,11365,(718) 454-7272,Yes,No,OPEN,10a-6p,1p-6p,10a-6p,12p-8p,10a-6p,10a-5p,,1044608,209515,Library,
804,CC515,Long Island City Library,37-44 21 St,Queens,11101,(718) 752-3700,Yes,No,OPEN,10a-6p,1p-6p,10a-6p,12p-8p,10a-6p,10a-5p,,1001084.758,215362.6674,Library,
806,CC391,Mitchell-Linden Library,31-32 Union St,Queens,11354,(718) 539-2330,Yes,No,OPEN,10a-6p,1p-6p,10a-6p,12p-8p,10a-6p,10a-5p,,1032177.122,219540.9675,Library,
807,CC176,Cambria Heights Library,218-13 Linden Blvd,Queens,11411,(718) 528-3535,Yes,No,OPEN,10a-6p,1p-6p,10a-6p,12p-8p,10a-6p,10a-5p,,1056023.928,192848.144,Library,
808,CC1050,Petco College Point - Pet Friendly,13311 20th Ave,Queens,11356,(718) 321-1295,Yes,No,OPEN,9a-8p,9a-8p,9a-8p,9a-8p,9a-8p,9a-8p,10a-7p,1029812,224518,Other,
809,CC961,Mass Vaccination Site - Citi Field,36-2 Seaver Way,Queens,11368,,Yes,No,OPEN,10a-10p,10a-10p,10a-10p,10a-10p,10a-10p,10a-10p,10a-10p,1027176.92,214942.8481,Other,
811,CC214,HANAC Harmony JVL ISC - SENIORS ONLY,27-40 Hoyt Av South,Queens,11102,(718) 626-3035,Yes,No,OPEN,8:30a-3:30p,8:30a-3:30p,8:30a-3:30p,8:30a-3:30p,8:30a-3:30p,11a-5p,,1006618.447,220245.2705,Senior center,Entrance at 29th St
815,CC553,Elmhurst Library,86-07 Broadway,Queens,11373,(718) 271-1020,Yes,No,OPEN,10a-6p,1p-6p,10a-6p,12p-8p,10a-6p,10a-5p,,1018392.096,208385.3379,Library,
816,CC1036,Hunters Point Library,47-40 Center Blvd,Queens,11109,(718) 990-4150,No,No,OPEN,10a-6p,1p-6p,10a-6p,12p-8p,10a-6p,10a-5p,,995687,210878,Library,
818,CC1046,Petco Rego Park - Pet Friendly,6135 Junction Blvd,Queens,11374,(718) 289-1000,Yes,No,OPEN,9a-9p,9a-9p,9a-9p,9a-9p,9a-9p,9a-9p,9a-9p,1022210,206404,Other,
